Species,X500_10,X500_3,X505_10,X505_3,X509_10,X509_3,X510_10,X510_3,X515_10,X515_3,X517_10,X517_3,X518_10,X518_3,X519_10,X519_3,X521_10,X521_3,X522_10,X522_3,X524_10,X524_3,X528_10,X528_3,X532_10,X532_3,X534_10,X534_3,X535_10,X535_3,X536_10,X536_3,X538_10,X538_3,X541_10,X541_3,X542_10,X542_3,X547_10,X547_3,X548_10,X548_3,X549_10,X549_3,X553_10,X553_3,X555_10,X555_3,X562_10,X562_3,X564_10,X564_3,X568_10,X568_3,X571_10,X571_3,X572_10,X572_3,X573_10,X573_3,X577_10,X577_3,X578_10,X578_3,X579_10,X579_3,X580_10,X580_3,X584_10,X584_3,X590_10,X590_3,X592_10,X592_3
Eubacterium_J_sp910579075,409727.136,110894.172,8013.632,504306.673,131206.411,430036.359,437771.912,539096.425,110105.57,55364.621,68226.015,86479.291,5365.47,889476.021,158803.121,472472.175,407424.202,1431636.374,80944.316,442939.678,86199.526,158914.626,13321.951,690978.054,492162.629,100675.543,10685.256,472124.103,4151.576,4341.702,13435.142,5169.96,12144.378,15319.662,6399.286,39545.678,6479.219,226063.298,5215.095,624957.363,5291.429,604540.312,5769.357,97236.965,10457.679,68825.125,7924.794,135327.302,11706.773,6987.315,5448.879,9737.677,8606.216,93494.485,8023.62,6970.203,6656.118,5681.227,4714.297,10998.506,3978.856,1605226.227,15497.674,54699.152,25913.384,186133.663,10336.447,5417.966,4272.768,6391.25,400468.276,463427.76,96443.403,671136.385
Eubacterium_J_sp910586445,556463.535,20889,20465.396,105666.188,139703.615,81219.972,162623.303,110611.838,186547.025,107996.649,85021.771,114990.18,160710.548,186735.756,531941.165,265443.188,265363.999,280013.113,71416.578,97617.469,286675.609,33541.947,256457.996,133675.295,128082.753,20286.441,376285.717,90018.467,151066.375,192522.713,636104.788,169533.433,601170.172,773334.11,178858.863,131434.185,116713.625,58463.858,118515.988,115089.567,104200.173,161278.764,99443.562,100379.722,80577.396,36737.231,147469.047,32952.362,475337.68,219194.833,107246.393,172890.302,301113.662,215139.235,229610.754,253678.79,215599.407,135206.309,190003.314,454357.93,80111.273,710205.818,183120.767,15067.842,249539.04,134998.093,231537.132,133706.03,117325.545,165476.491,134121.11,160787.702,351789.261,323507.009
Eubacterium_plexicaudatum,348892.348,79020.076,175296.733,181001.47,210019.202,269821.668,268290.607,114976.66,196315.432,287486.623,116434.913,148421.19,186227.937,253047.661,250512.96,479227.038,257958.35,306671.337,139408.298,186727.413,173266.446,134697.483,223200.838,238652.456,230281.59,117298.096,354387.266,144726.611,133048.504,118219.096,359873.365,171579.774,252316.301,301270.868,282528.759,550600.313,308690.575,288501.08,226090.169,198959.686,244142.996,227667.602,172076.118,140121.829,158203.137,89318.07,448884.54,104224.712,409550.631,282261.967,280225.811,379749.805,186129.446,160244.585,294908.562,177986.158,262313.406,258880.669,145602.072,267620.894,252614.985,509372.823,480717.723,174961.709,233917.685,194371.207,302277.503,264742.033,191785.018,291757.917,179239.475,82015.947,355423.138,118843.553
Evtepia_sp,68013.774,5729.735,19318.106,13687.921,44027.575,25788.87,40457.221,9884.409,18449.281,11419.382,18701.653,8037.543,23899.45,18356.577,23451.302,26934.288,33163.755,22545.155,14185.844,17994.197,24465.807,36466.473,26568.989,21613.831,37351.345,10364.375,40309.104,12435.258,17594.059,14382.4,29842.292,21718.765,28841.962,29676.095,33972.041,13311.86,27512.542,29803.985,29646.05,21028.861,28642.653,21829.5,13064.1,16038.082,11510.872,13468.923,39274.995,15161.956,40277.648,33211.847,25972.684,38954.944,30736.019,11302.091,46913.771,34478.108,38408.962,23535.109,26541.718,36880.917,17205.171,32706.014,27181.168,14377.254,38315.076,20383.093,44432.46,10512.453,23197.81,15771.54,31365.457,6545.555,36108.361,21263.387
Evtepia_sp910584805,77067.478,5887.575,18851.342,14476.48,60324.565,21771.618,56181.302,9558.297,19847.91,8837.158,15612.058,7860.053,23606.886,18765.757,29169.57,26769.684,33961.523,17220.844,15984.513,17801.678,27622.615,47724.499,31533.258,20148.902,49553.488,8144.638,56181.216,16281.176,23026.319,18690.571,33279.244,23745.328,38287.419,30711.652,31895.795,6348.594,27540.343,30243.9,30333.932,23687.569,27773.333,25095.638,13597.682,11648.962,11415.959,15496.411,42093.547,12463.504,49973.949,34853.032,37419.19,40399.663,27680.901,12772.866,63118.04,36263.387,43968.49,25437.212,34575.884,46578.337,16766.411,27235.745,30490.836,21917.425,44130.801,21340.919,56700.141,11617.769,23627.259,16544.183,46275.221,7975.827,44148.466,31536.091
Faecivivens_sp022793675,5642.214,600.034,147.012,853.001,145.012,74.176,172.224,68.133,141.59,100.629,1651.486,49.648,3317.899,2671.71,7932.113,236.501,4039.221,182.779,8762.665,608.098,8449.296,61.706,8919.665,4267.164,12337.214,3280.042,12716.936,4081.339,4499.487,1582.696,7945.545,77.634,6031.667,2446.688,399.58,74.769,7268.008,10421.744,7649.114,18129.284,4365.738,18212.026,92.091,1629.694,4552.424,3029.819,9807.757,3732.075,2784.619,183.915,11320.698,6811.746,175.938,55.863,23463.878,13655.699,15970.652,10896.898,4314.36,2761.257,10897.354,10410.086,7992.704,231.093,14962.202,5697.949,8713.992,885.747,10846.983,254.802,4787.924,225.672,6544.006,335.228
Fimisoma_sp,7701.626,1123.797,1887.518,1632.311,3729.215,1565.593,3910.965,4180.652,10575.612,2950.552,2988.919,1118.195,2800.651,1971.546,1921.909,2850.145,3451.723,4573.553,1279.354,1947.304,3675.714,2630.119,4132.248,2914.04,3758.237,2778.6,11401.26,3632.062,3874.557,2569.238,7497.921,2027.255,6338.682,2131.925,3514.606,1204.689,7337.204,3386.937,8569.504,3218.427,4931.955,2904.913,3727.657,2097.588,5898.077,1528.573,11022.024,4580.322,9454.113,3500.44,13854.191,7044.363,33236.849,4231.453,12933.798,4377.187,3060.86,2186.866,4404.881,2461.994,26880.362,2120.361,14246.13,12586.831,7229.107,10203.185,14802.865,17267.428,13160.328,20496.979,253120.663,284249.593,16182.91,593713.739
Flavonifractor_plautii,19317.995,9156.111,40704.469,8542.326,52420.251,9874.24,28160.236,12551.838,28082.539,5691.238,18282.251,3628.224,16604.155,11741.074,20608.372,12019.726,23371.005,7588.111,16777.361,16829.057,22179.148,17298.094,22150.84,6855.139,22814.814,4842.698,24192.241,7574.681,25256.395,14607.948,8374.529,26587.487,15766.907,17717.062,25998.599,2662.427,12350.174,10285.318,28411.652,14554.621,30269.36,13777.167,10356.985,20562.724,10089.741,7010.408,21827.612,7081.393,21580.386,7503.175,38329.49,12568.694,11227.955,4988.808,18978.235,14831.143,41055.857,10410.951,35061.884,15401.714,34462.212,12853.074,17941.777,6189.779,24384.379,6988.381,53030.937,3956.195,21652.148,9895.839,10081.736,4301.043,57897.672,7787.81
Gallimonas_sp910586825,17.073,8.045,23.049,313.502,36872.71,7558.89,6994.843,11.053,16965.818,3671.607,2999.08,148.01,20196.342,1283.674,10820.049,20.051,8242.9,9,12388.603,1926.551,15902.099,4537.05,27.945,18,9631.234,4494.821,25.222,6.282,13570.162,1368.577,1653.802,28.696,5754.133,942.899,13.118,0,23610.344,21.105,17598.911,2895.7,17162.309,4597.6,9.029,777.327,11807.224,4947.898,9931.597,9.008,2243.196,99.019,23078.28,312.196,1769.122,3407.427,9947.963,2796.943,14316.205,2383.257,13834.413,2546.771,20950.877,46.045,10.021,1,21353.436,22.008,34273.557,74,16985.118,13.004,10.005,2,26119.495,5.009
HGM11386_sp022791055,1053.167,118.81,167.876,47.972,54197.226,158.684,20034.863,4421.355,6945.743,736.442,2638.978,236.339,656.086,59.799,7750.483,201.574,258.097,186.194,240.491,118.853,5607.177,524.846,6290.415,108.965,8279.216,490.343,6728.879,347.468,6312.343,5015.805,1531.334,15204.725,2945.4,4186.148,413.765,59.196,3930.585,5079.6,8102.756,323.131,53484.298,6017.902,264.678,2155.823,14258.907,1143.222,10204.615,655.359,381.345,329.335,23513.022,3602.455,856.594,1055.803,15125.713,331.096,10830.424,941.461,19162.096,1814.671,12023.686,384.254,306.496,71.974,259.11,149.138,19616.207,332.153,9084.343,225.41,415.45,242.183,25150.339,380.157
HGM13010_sp022800755,6924.637,609.403,3810.108,2426.204,1442.969,1276.349,1048.022,324.861,3685.192,1889.248,3150.685,225.966,4014.001,2219.958,2492.455,988.445,2998.028,810.29,2209.546,1253.123,1175.166,3112.595,6780.461,1038.971,3032.097,8260.975,4053.166,721.04,4098.773,1455.909,2759.556,1715.54,2964.109,3053.731,10670.832,421.302,11985.851,4963.33,2104.868,2115.109,1600.18,722.539,1392.659,759.571,1123.516,957.584,4056.419,3100.707,2692.975,1380.689,1973.874,1689.439,1868.27,2072.069,2666.006,1359.605,1193.103,1008.097,946.083,1569.692,4522.675,6788.759,8987.728,13133.213,5372.104,9646.259,3014.833,1168.636,1936.095,1543.952,5452.955,977.728,5788.1,2529.92
JAAVYD01_sp022790955,22131.681,2209.441,8692.017,5561.699,11337.285,7599.911,16125.112,2259.948,6773.695,5306.535,7630.644,2721.673,12445.641,6132.132,9287.478,9439.124,13237.735,8895.476,5583.289,5271.935,8621.406,9510.947,13641.136,11680.5,16765.922,3101.9,19970.423,2448.36,9972.319,4262.997,24495.621,7707.104,13672.697,12276.796,194.871,110.144,12021.569,17258.155,10326.388,7585.708,8343.312,9638.715,3858.456,4312.706,4635.402,4428.477,16946.912,4972.008,14477.779,15454.268,5383.858,13846.721,11004.343,7501.937,20861.273,9830.714,13175.561,7796.298,6728.2,15493.801,5557.548,10212.931,13316.034,3695.8,12715.147,7968.186,9397.633,3439.692,8057.307,3053.064,8010.774,2342.387,14066.834,9526.665
JAAVYR01_sp022791255,4020.583,340.865,3987.103,2524.411,3071.894,1962.932,1493.367,740.242,5779.932,1992.116,366.168,206.83,436.783,1146.699,532.058,612.916,1784.216,2159.795,558.897,790.541,4952.969,1488.629,2724.627,751.594,1852.403,3318.288,494.077,787.088,3291.633,1429.727,1985.716,816.778,2547.974,838.82,736.014,410.214,4700.618,4098.862,3842.065,3228.591,546.921,553.13,3821.503,373.37,889.235,558.737,4286.194,910.448,2907.491,1152.416,5380.057,2139.288,10352.121,1650.711,3409.698,3291.987,4326.4,2091.201,2764.571,1918.818,5538.527,1640.742,3816.416,2212.15,2591.864,3893.743,7641.259,1372.155,4414.679,1397.556,57603.974,66975.668,3673.983,132570.826
JAAWBF01_sp,19820.575,775.829,4130.144,7604.913,4769.462,1715.888,3186.665,680.57,6395.878,1615.135,3800.76,479.79,4383.543,3116.672,6110.926,1347.341,9845.106,1911.312,1920.506,1127.199,4480.292,4995.263,5934.94,4108.453,5468.196,1553.73,13728.559,1089.988,3743.414,1060.791,5637.117,1311.222,4461.757,2226.076,5296.544,4596.297,23219.973,14046.519,9715.732,7483.8,4165.176,3478.447,3499.801,1262.889,2108.988,1931.905,8910.503,1328.035,3882.698,1344.959,4729.137,3357.657,11611.708,2170.866,14555.847,8268.92,5506.355,5866.178,6693.87,6665.463,6796.541,3995.273,9691.639,2770.278,19202.255,5104.586,12728.058,3170.898,10739.863,2949.558,38550.741,33000.422,36837.534,49133.39
JAFLTL01_sp,75172.824,317048.926,339387.854,39426.116,392413.44,495856.103,254439.632,208539.25,381356.973,399047.735,227854.11,68863.635,392748.874,112241.22,62373.862,180806.259,112938.107,136212.854,321548.196,333268.707,357711.855,255601.163,384390.941,216598.684,130054.318,522184.241,162908.87,157204.416,324900.145,532088.053,181782.856,482922.645,144829.998,245222.685,108032.922,27758.41,142745.456,342050.264,206273.149,391536.799,428533.323,259237.982,395347.116,575471.988,513054.527,305943.839,236273.61,310487.622,98229.313,212488.771,560508.616,208112.428,291985.341,250454.619,175551.645,142367.826,382215.516,145689.955,110650.992,131992.218,691900.695,9995.808,214856.026,53830.162,68439.787,133528.568,362153.387,368998.892,389101.248,254808.13,228430.377,30484.556,145721.885,30263.346
JAFLTL01_sp910578395,46878.632,154358.081,187576.55,16328.314,207664.296,220537.644,125434.934,102030.945,160082.737,175852.526,140807.472,27521.226,202509.696,41643.477,29823.706,59728.631,55822.57,45588.951,144061.678,145096.672,170767.537,108215.12,205940.745,109749.934,56169.854,207835.477,88514.285,52470.295,169771.934,244966.82,105520.959,245792.136,74704.624,131568.495,32860.125,7587.654,72987.384,159810.835,86917.186,170958.745,192290.172,121875.547,155945.426,311837.2,246748.187,139547.769,111465.074,120463.184,44891.448,96231.282,244449.109,91469.031,135325.513,112841.838,90775.107,61922.277,173838.765,60671.985,61329.912,68253.642,355627.497,2907.448,110791.005,32632.677,35747.315,78519.421,168129.459,165178.877,146964.103,83611.856,115507.898,16863.75,77058.67,14198.427
JANFXS01_sp022791155,2.173,0,4.218,6.324,1759.567,413.03,0,1,2016.314,2190.657,1,0,1.211,3.055,0,44,1,2,1,2,2,1.202,1,5.015,1540.17,316,0,0,1,5,0,5,3,2.329,2.227,1,1734.843,4330.111,1901.003,2272.226,1885.51,234.28,2,515.075,1150.615,1302.502,3169.458,1497.193,0,2,0,2.574,2.992,4.054,0,1,0,0,0,1,1444.072,4904.993,2504.024,1999.532,3,10,0,2,2330.084,105,3.65,4,5.189,10
Kineothri_sp,188643.46,17857.752,81795.024,100102.865,104416.014,96233.426,127853.644,23162.985,58588.711,83544.195,57015.408,34356.036,104670.102,114929.8,192980.061,115158.034,182028.393,110798.026,70153.581,64009.874,75760.047,45494.903,85473.292,68070.099,97252.007,23647.969,145001.896,54471.464,57586.191,29046.373,115574.584,72653.722,140806.253,65271.125,110181.551,126087.486,122336.238,89512.598,89803.077,83809.372,97789.458,77647.088,50985.375,29794.404,64993.281,20917.387,170451.779,38602.609,150787.926,68531.69,94533.688,85114.161,71667.332,29374.544,187710.584,79244.551,120853.446,91209.907,83210.705,94748.26,67561.408,158196.609,135070.55,61874.109,112943.476,60719.235,196445.126,61121.885,99419.976,69765.914,74027.393,31954.653,169671.885,56525.669
Kineothrix_sp011958945,193431.845,19676.167,129114.29,158937.566,140858.918,101796.846,149604.132,6595.621,83424.159,96633.559,69287.302,27748.672,336274.773,185068.761,327199.464,98968.209,362174.547,126232.479,93949.121,60812.551,76451.77,50658.385,118852.483,82667.001,96711.173,27134.093,336633.676,92364.726,88649.262,24517.501,140689.792,79158.115,379195.424,52276.22,108470.182,104570.733,156950.964,88036.547,141676.367,122742.652,121123.857,80536.247,79909.543,160771.158,100558.56,73706.162,190246.65,106106.946,174237.707,66690.667,135355.06,69783.448,44876.752,15832.129,463689.57,82192.651,219266.678,100079.568,161150.074,132913.304,106277.753,198489.445,229538.137,90322.498,241948.285,50835.861,319322.175,20282.946,125368.795,32319.655,165574.684,53283.204,285451.038,79141.049
Kineothrix_sp910588855,1066.503,113.347,344.038,661.503,1346.525,821.413,500.367,155.593,27846.469,866.363,2181.18,533.161,3490.948,2205.279,569.99,481.066,3544.899,12678.178,361.745,1206.773,369.56,522.972,7260.472,929.736,3015.467,685.872,63123.293,12929.504,467.519,143.616,1014.796,317.086,1116.55,610.38,919.917,215.278,2928.286,1332.677,5334.1,643.357,966.75,543.245,1371.636,876.129,1858.856,436.828,8256.962,1180.075,1466.486,411.562,2908.852,345.118,3003.798,707.234,5643.097,1222.875,3826.166,621.965,1029.407,2921.589,666.325,770.627,434.39,305.929,1212.148,238.492,2069.845,443.884,852.457,685.7,59768.646,31657.164,49103.477,121477.645
Lachnoclostridium_B_sp,45659.092,9211.62,16698.119,20444.951,46245.593,22702.274,52988.057,14370.711,30635.92,11806.85,32760.873,6528.479,35101.139,17312.456,25664.725,18808.253,32226.787,15131.709,14269.255,22206.463,20172.017,22801.152,31084.965,51463.747,29007.785,8584.466,28500.185,10429.031,24839.438,12504.372,41485.868,27102.715,38588.079,38707.589,36657.511,13652.004,39980.853,31542.188,33424.131,23174.731,35656.911,14225.495,15236.993,19213.966,17578.27,9108.834,37570.535,15287.788,37750.173,25614.531,28113.735,46876.668,36565.126,17366.926,53247.265,35356.981,37809.185,22617.63,20415.052,31665.373,11866.595,14670.932,30155.274,12011.855,22662.707,9695.992,55449.375,10592.682,34727.255,13279.639,66949.826,23730.986,37144.913,64059.72
Lachnoclostridium_pacaense,50579.1,10504.744,25885.006,19026.213,61877.262,36465.219,48031.516,17652.761,28257.407,16070.497,23282.402,11527.5,32830.378,22804.813,39584.302,28981.654,45830.72,25919.779,28612.325,22856.044,35080.494,31500.065,26232.02,24526.81,39883.425,14296.007,36312.497,18639.251,22296.594,26361.26,24981.246,38667.197,34895.582,49302.343,38452.78,7697.861,28858.039,39618.542,32430.127,28426.821,27068.485,34019.292,19107.571,26779.866,15663.425,18990.102,47483.026,19642.595,46556.969,42182.723,37045.931,38705.981,26690.962,16617.113,60025.057,43622.671,44531.687,34153.605,40581.652,48971.819,20926.542,43647.333,36670.673,10367.838,47550.484,22716.085,67607.495,13574.92,28836.506,22331.443,31295.391,9615.855,52791.921,19580.866
Lachnoclostridium_phocaeense,151890.239,13251.575,50025.756,30064.071,62980.065,34600.984,46378.136,18773.129,27412.626,14073.205,53485.291,15196.342,38770.031,37916.802,72465.744,26199.508,65757.158,35141.602,32234.017,49889.613,35259.928,6466.5,41499.719,21430.923,42495.84,13146.816,75998.883,17863.518,41496.277,11769.778,103279.707,22158.301,35384.797,22762.337,42086.001,9660.319,54117.192,32383.078,45928.504,19988.46,36948.421,35310.006,9841.162,21120.637,20603.526,19440.991,101894.55,19252.982,79215.777,26460.99,35900.618,27615.909,49469.792,18944.068,59623.544,22454.358,38544.343,15836.464,31094.357,49348.709,34139.812,29766.566,61739.324,15915.269,83256.082,23728.421,42288.798,7766.901,29138.29,8282.078,64548.864,8797.895,85854.542,28502.452
Lachnospiraceae_sp,725063.802,134705.813,283949.513,340193.179,522640.425,472620.497,540353.911,286574.18,325344.712,342165.058,263117.961,202254,342435.284,452300.485,513117.218,859544.989,495029.03,448737.547,225852.286,492420.95,270828.161,261461.436,437006.77,356082.815,392345.421,156620.932,679577.564,249115.47,254522.569,199559.853,603278.56,316931.784,465866.908,459108.534,420432.494,562023.29,507641.768,465689.9,423733.888,458667.374,344760.475,627489.269,259857.854,270291.482,190947.931,171552.855,605470.964,223867.939,688139.834,418449.759,358912.216,605457.893,400737.422,196130.159,593356.05,395442.115,548237.369,422081.719,338178.361,540808.787,328631.239,835703.45,605204.236,404731.124,502122.935,381644.392,611493.019,335452.196,339181.717,375104.029,442346.704,232235.429,642911.095,493498.043
Lactobacillus_amylovorus,4910.259,2424.708,2261.52,1947.903,2260.366,1986.423,402.997,1231,6677.27,924.687,4353.284,953.143,5214.051,1643.124,658.103,1224.071,1075.077,352.088,1700.15,2601.436,2873.676,1132.081,441.467,1561.631,853.846,1385.534,435.213,4393.364,3262.302,1756.565,1377.131,3592.683,602.015,2706.768,2314.634,523.897,2418.657,3017.598,3538.476,2767.159,2543.043,668.459,4307.891,1212.283,2678.232,1524.121,2154.459,915.026,1150.186,416.28,4896.627,1549.032,3738.79,4857.517,353.386,1211.267,863.77,1170.632,1510.897,299.687,6360.785,1708.652,263.997,1033.348,446.224,1996.821,9658.851,880.951,4126.562,1058.939,10081.107,12704.34,1258.495,21838.268
Lactobacillus_johnsonii,150682.364,29478.95,34584.68,34287.861,63115.464,173065.731,93869.076,31645.501,46781.492,101181.124,50349.742,41471.087,40938.856,87028.222,65976.222,103106.047,36612.18,67085.438,39708.038,75306.079,84814.038,156575.081,54170.522,65468.058,65086.008,94542.096,20512.615,121127.944,38544.293,178500.89,106580.109,143775.718,50574.775,111337.928,94252.415,175580.618,56866.821,67024.833,52434.435,57051.507,53506.886,41563.97,87271.243,100261.904,39489.73,62560.594,99470.479,57168.535,75510.744,87962.259,64935.283,103323.747,38546.712,80190.422,60271.51,44159.112,57711.669,46203.972,21050.676,42826.88,54795.62,48271.727,65033.732,135496.703,72692.482,116811.129,51216.225,97423.128,78789.235,130125.957,17623.744,23742.728,61300.845,12853.474
Lactobacillus_ultunensis,48329.179,9195.457,31174.07,12938.969,51873.009,32948.075,80724.613,28275.429,24752.091,15455.327,12887.597,5140.048,36345.388,14097.745,27908.587,15789.472,42978.712,15218.799,22411.585,14380.636,26177.906,14781,27650.865,17972.908,31070.849,8946.986,38385.681,23793.035,28665.052,11248.305,39783.941,24409.539,29091.339,32360.054,31668.753,12433.519,26787.6,26224.442,26087.562,26304.623,33688.526,10261.162,22706.837,21910.458,36108.749,13770.443,47914.111,19176.089,40950.809,50740.799,35562.507,63770.867,57008.174,11523.551,54089.508,36277.328,38982.836,32505.577,33943.515,39400.532,24384.948,44365.096,34095.875,7497.766,40248.105,21224.959,100186.663,15793.052,33443.321,19639.787,34506.423,4643.054,46747.597,13120.774
Lawsonibacter_sp,287267.889,61473.49,163338.098,108967.204,315048.288,152614.661,216343.851,44729.401,150589.102,62556.367,111575.111,39976.788,172876.045,106505.279,201679.579,103372.69,268375.696,114563.298,109605.767,94263.284,142578.814,248277.982,198400.365,124010.594,234708.204,63085.561,238759.028,70365.316,91907.227,47950.61,171354.407,174989.056,154862.769,184337.318,216980.322,72676.355,248220.533,216184.082,239094.262,149001.902,200174.162,111039.252,82764.662,123917.164,80968.534,76957.618,286814.993,86494.532,260348.402,159799.306,146732.683,184240.606,164994.291,65933.256,286702.615,194843.905,211065.128,155869.455,197385.475,196691.196,149213.134,210103.847,244488.968,86377.933,296895.145,136899.918,336930.212,61904.136,153609.739,70666.794,190074.322,58298.165,405928.179,156328.308
Lawsonibacter_sp022801435,34315.794,4914.577,16771.278,14631.257,26904.731,27726.23,17463.847,3921.087,11335.743,2158.147,4627.39,3316.94,25877.396,16448.662,16647.316,10970.62,14249.606,14890.486,6758.07,10526.006,14671.795,42295.764,19090.218,14258.596,25154.542,6148.493,19412.723,3393.566,9294.352,4082.187,10939.286,12041.237,16524.043,16741.395,13456.919,1011.347,14725.56,15384.84,17737.211,7898.623,21697.674,4313.434,7095.25,12259.598,7037.768,8766.953,20621.307,10344.918,20278.621,9478.709,16685.106,15577.563,10363.865,6382.986,19627.362,24996.644,18197.067,13489.341,14703.88,20370.37,12098.637,27776.129,30300.982,44331.705,24471.557,30475.855,38437.178,2429.366,20862.347,7086.363,19248.542,8028.926,26508.937,22645.233
Ligilactobacillus_murinus,1670198.569,5012291.455,1755402.997,3090330.042,1618616.113,1644102.119,1352042.407,730968.719,1390724.518,1639251.85,2774921.938,860258.136,1442847.363,1318135.919,1151721.705,807892.016,742593.47,362081.846,2758961.296,865131.97,2022877.732,1174827.677,2095286.837,1890199.75,1468975.524,1114645.295,1565224.745,6278965.493,1726393.997,1885018.365,652395.063,1402820.653,1018652.107,1289054.729,1231233.391,476957.817,1327500.782,2659271.734,2474330.021,1205147.032,2639383.779,698338.111,1196897.665,2414802.838,3084798.87,782305.575,3104969.498,687601.004,769920.587,989273.595,3745491.542,1418303.499,1945424.361,1538145.588,1112336.051,689589.689,1728990.763,610509.632,1459203.675,667244.148,4547599.034,761074.147,1297833.665,473806.294,1272947.628,962446.735,1245221.247,1613391.525,1667860.706,961903.836,531932.766,3536547.696,1555980.084,264933.591
MD308_sp910584615,2110.444,386.131,859.665,1300.599,4832.282,8089.726,6290.173,15839.805,4868.355,197.991,8577.924,1562.285,2171.238,2804.213,2010.08,2849.044,4181.337,2051.11,686.277,12785.172,3281.684,2761.974,1004.636,284.017,1370.553,185.127,355.822,187.531,943.09,404.028,4312.968,550.443,1313.209,403.837,298.319,144.336,1965.289,2801.655,4822.081,1263.312,9702.472,1039.977,1593.298,615.078,943.916,630.366,1305.789,206.265,2675.249,5555.432,616.851,32122.793,5087.333,3903.758,2547.515,277.13,219.558,188.019,621.124,1103.479,1783.752,3707.683,8055.705,15210.403,1735.101,884.036,833.666,300.423,1918.431,961.707,27726.535,27774.683,3958.211,54805.091
MGBC131033_sp910585655,22577.91,14337.036,28934.083,39120.636,16016.914,248.645,464.551,63.117,23370.027,163.111,16597.99,149.332,41189.99,44636.79,44064.276,531.533,450.492,134.882,146.135,152.572,140.928,285.337,22698.898,45121.445,28251.607,13049.213,356.932,77.56,265.443,146.697,326.621,254.27,369.945,459.267,290.039,90.22,26837.505,31644.59,255.447,178.598,204.036,159.598,61.264,136.296,149.087,122.672,48712.405,142.209,451.702,221.791,239.776,226.535,395.619,265.206,2613.736,6862.382,294.624,197.661,23093.532,20650.774,203.121,185.657,55311.675,79.993,18167.635,4167.31,661.368,233.793,261.472,316.137,64379.394,12415.815,80023.403,2813.236
MGBC136627_sp910585935,72495.843,53805.257,78820.193,126340.199,185527.796,195245.406,155938.644,255343.562,273103.114,182609.094,72636.898,61067.087,173816.701,164500.029,98584.782,173705.98,154645.175,163272.276,63417.782,115108.39,72476.904,67147.624,113926.054,160532.965,181288.19,54391.051,219099.784,123510.467,58518.535,44953.706,74310.174,138871.917,96709.388,200253.87,74223.808,169532.518,87990.098,110833.587,110048.645,97073.643,88607.382,145005.618,1064341.946,171885.417,86906.194,82886.894,127318.793,83493.703,91672.949,55092.959,97986.968,83579.994,46423.208,47618.544,116149.046,129261.797,142291.419,119747.803,196007.613,121415.347,151329.911,314149.297,119448.255,53534.697,155507.182,96256.767,267666.677,34661.393,47308.131,40522.111,59135.332,43738.102,99154.905,88535.406
MGBC163016_sp,84461.447,2285.841,6358.458,741.447,7410.656,10483.212,19554.51,6176.976,16343.389,15.098,11186.724,41.165,15625.574,433.251,4661.516,20474.566,1807.84,205.557,7327.972,9115.684,2911.248,47636.483,6401.603,78.273,2696.046,11118.974,1897.193,573.803,3886.962,566.461,4759.22,1022.7,8365.829,1123.897,702.126,0,3946.292,741.005,8645.506,538.703,9080.206,5986.073,1893.872,3768.254,7972.629,2629.246,7549.663,3063.369,9319.301,314.507,12566.119,139.569,1874.761,1325.269,6575.72,674.16,15401.484,512.915,7425.083,4071.724,3188.938,6913.78,7206.362,666.492,20727.979,8790.679,1183.662,1105.586,8246.201,376.657,1926.272,61.372,6436.36,94.456
MGBC163016_sp910588905,144471.64,2124.538,108819.037,3404.215,52932.877,42763.231,117032.878,5093.228,52041.144,4069.948,97560.826,1947.715,73648.646,6048.081,4735.068,4993.97,20390.564,4186.504,69740.829,4427.684,63753.874,39944.303,101728.588,6494.588,12707.181,2595.676,83055.157,3241.812,9064.758,6622.285,83390.26,10774.26,52491.078,10311.146,115092.185,1769.257,78492.147,15231.119,137214.658,3917.364,90995.493,15518.169,86505.654,5833.153,114955.561,2971.547,113574.845,6726.924,46743.267,43351.732,131268.926,9923.62,6462.495,4616.312,165235.792,34874.113,112816.677,24561.933,73413.972,9918.654,116177.702,6648.537,21733.968,3632.099,154847.452,3696.404,17287.331,2107.858,15775.053,3075.338,7515.475,2657.506,41836.963,7014.485
MGBC163016_sp910589135,67527.135,2194.615,37261.141,4473.78,25161.026,2849.981,17998.185,1095.726,5508.665,1377.934,2626.039,645.69,19332.357,1861.488,1251.053,1608.124,879.187,809.12,11777.046,8974.425,2069.29,712.793,8115.548,2149.424,2716.096,3258.937,8730.615,1505.546,6419.842,2144.54,3531.763,2192.173,9370.814,1596.335,1444.801,1181.022,2830.724,1588.584,21384.111,998.814,6825.012,3583.277,10591.542,1576.59,7920.834,1250.106,25667.783,1831.659,5906.856,1520.927,6498.005,2047.556,1585.701,2589.79,34030.906,1537.851,20288.226,926.494,6275.059,1762.516,15606.016,748.187,3414.117,22685.974,793.963,1693.711,3883.11,805.548,1658.405,893.214,1886.276,1214.896,441.263,929.581
