Species,X500_10,X500_3,X505_10,X505_3,X509_10,X509_3,X510_10,X510_3,X515_10,X515_3,X517_10,X517_3,X518_10,X518_3,X519_10,X519_3,X521_10,X521_3,X522_10,X522_3,X524_10,X524_3,X528_10,X528_3,X532_10,X532_3,X534_10,X534_3,X535_10,X535_3,X536_10,X536_3,X538_10,X538_3,X541_10,X541_3,X542_10,X542_3,X547_10,X547_3,X548_10,X548_3,X549_10,X549_3,X553_10,X553_3,X555_10,X555_3,X562_10,X562_3,X564_10,X564_3,X568_10,X568_3,X571_10,X571_3,X572_10,X572_3,X573_10,X573_3,X577_10,X577_3,X578_10,X578_3,X579_10,X579_3,X580_10,X580_3,X584_10,X584_3,X590_10,X590_3,X592_10,X592_3
UBA3282_sp910575245,8103.404,4793.71,3903.997,3470.184,10509.004,13692.807,15803.575,23763.693,5121.58,5583.266,3575.63,1480.771,9061.149,2590.699,6123.948,4509.958,8403.641,2364.341,2030.361,3058.305,7038.323,8539.942,6644.021,5069.33,10295.432,2349.323,5548.68,2945.689,7676.615,18814.623,16247.358,31220.453,11004.393,43277.743,9691.247,2638.408,7323.411,6143.232,5665.387,872.648,5844.681,11333.635,2366.129,17582.317,3706.162,8385.011,9951.344,5259.428,12475.423,4418.086,7449.381,10229.628,5529.276,1371.694,10801.892,11525.319,15481.399,2423.331,5475.501,13216.477,3552.87,1365.522,3847.555,3418.329,3390.907,240.519,8129.874,2266.721,10136.951,3842.657,5621.812,1979.718,5758.933,5078.907
UBA3282_sp910577735,390910.826,333066.712,268145.643,342197.702,331303.24,564444.431,450979.746,463332.615,286043.561,546862.823,206004.65,165444.326,377383.447,350551.173,236897.278,1066127.332,253435.791,639337.464,249554.041,728168.866,366777.707,297907.049,359011.888,397529.762,345898.629,453908.54,295713.543,416933.48,257381.409,286093.706,266816.366,368227.802,351221.438,298822.196,299168.311,481621.415,237991.916,511070.278,308791.713,777848.407,243285.235,877397.332,351127.792,407783.536,308546.848,305212.991,470937.718,346494.304,348300.844,345860.852,448312.563,501059.968,337541.307,168633.864,336819.539,320454.141,614409.683,391503.667,194579.937,310054.851,530667.539,1252578.007,425303.922,988703.606,336906.386,444866.79,537695.915,252294.277,433969.609,389133.773,148824.572,75268.624,278430.76,162477.518
UBA3282_sp910578115,101050.404,11268.585,60683.626,48608.748,324305.054,169332.375,55006.578,14780.908,130430.988,45171.118,77967.49,47759.697,71712.75,91211.516,392826.712,242414.764,235806.946,117445.281,79194.493,88700.153,54770.613,28520.487,225776.469,83196.519,172028.15,22390.925,198851.929,57016.447,46672.244,16346.648,56971.777,37592.684,114983.666,34601.652,91561.234,20816.446,91438.631,100215.573,174947.987,60603.467,87656.505,79829.579,49947.495,17924.233,23443.116,14168.435,128958.973,30646.341,448765.255,39877.479,69920.822,63675.172,78159.534,20651.828,118181.725,110514.919,344134.878,77949.531,266025.698,86237.556,38434.843,84189.369,86791.76,62104.934,79786.777,47729.504,120362.362,28026.454,48797.717,35777.252,379502.031,20372.913,563502.595,91529.555
UBA3402_sp022792815,93596.748,13663.72,23042.899,33131.26,43252.453,48464.436,59611.088,8461.822,27355.823,11971.323,29600.957,10176.281,39469.319,64198.321,48674.744,66367.352,73683.416,24120.296,24693.614,12377.224,38742.611,63630.529,49848.866,31042.748,47160.979,18121.184,53344.919,19235.908,21738.801,21829.909,58581.21,31784.417,32072.905,28023.413,14778.591,4102.465,32288.809,33822.404,32704.91,18069.562,35342.553,30707.434,13384.715,22772.613,19141.047,14713.875,54058.212,17738.003,32690.059,42367.513,29200.67,38999.295,26591.344,14665.263,44082.788,31103.192,49201.709,25396.692,28221.612,28943.825,28541.881,95063.8,49761.582,68072.288,58356.246,26216.64,41954.617,18324.947,38134.918,43541.43,33734.455,15220.779,69327.788,71815.916
UBA7109_sp910575605,24302.216,2047.443,4583.47,3523.816,6658.714,16541,5038.023,737.825,5090.382,787.728,15346.321,2859.15,5121.264,5590.829,8371.985,6011.332,11632.885,5961.313,4964.222,13434.419,11242.958,6198.06,6599.251,5364.896,7626.696,1366.779,9907.96,2008.533,964.632,1893.973,1294.486,1354.267,823.972,1319.768,18089.985,16258.703,12232.767,8056.593,13799.277,3176.598,18909.211,2701.61,5892.296,2744.683,3524.402,3320.94,11004.323,2496.179,1175.332,1579.592,1416.74,1584.872,12192.77,6729.403,16074.435,8643.016,7712.337,4362.874,6438.987,10677.736,6864.524,12533.481,15949.889,16060.865,14071.433,1819.505,2218.96,2344.692,6659.735,3595.548,12502.827,1260.884,14580.112,2787.726
UBA7173_sp,12245.288,10204.304,22365.659,5275.209,28498.32,23789.683,11624.653,3228.433,34363.433,16701.342,13691.604,2430.178,29140.134,6847.83,7712.903,12253.907,11735.649,10007.398,10197.703,18998.752,18442.006,17605.21,29375.721,37681.84,12347.575,26281.533,10199.634,4976.453,21350.834,17633.441,15398.905,14839.402,14822.411,16491.798,13791.267,3722.626,20149.67,26500.542,33456.299,32795.342,42386.992,12191.572,32832.016,25132.206,28131.761,12487.874,26594.777,14599.078,12820.957,12566.452,34759.026,21610.449,26647.695,21072.119,21985.207,19912.357,26926.523,8173.683,9951.943,13883.307,39156.381,4693.681,24908.286,5387.689,15523.76,6140.52,32180.544,11879.401,32799.194,9989.299,32425.369,8296.269,21206.561,20970.421
UBA7173_sp001689485,10749.132,72867.631,139881.194,26796.291,216301.339,394303.364,87151.519,119041.653,163236.063,103002.791,56452.655,35560.271,265935.423,92353.22,12676.546,116820.529,39303.753,52061.605,170740.93,175270.825,80342.022,128285.807,89636.428,58898.529,38703.16,227845.105,54950.445,102869.497,89408.501,196228.516,115256.524,221291.279,30221.67,82124.702,40350.4,8390.451,53114.068,218576.775,104224.872,249227.835,183202.156,121209.576,310712.178,259085.367,257205.18,194305.275,82699.461,119788.924,35805.758,135895.928,269090.071,76366.326,81152.073,68218.601,101802.043,48801.203,175944.709,70489.052,36940.479,58132.214,248748.27,3936.927,92370.222,120508.902,15444.699,62970.937,122622.746,131101.53,142362.234,130517.465,311162.264,9489.484,44802.752,7045.612
UMGS1071_sp022801595,51131.268,3692.753,18001.804,18471.631,30480.92,18116.404,27312.106,12188.261,23307.071,6123.646,12919.078,5969.868,22244.185,11875.973,36689.28,10500.772,41701.297,22808.953,16013.86,12963.767,20966.06,15791.563,19900.486,7225.438,35934.827,4817.511,34055.203,13216.463,18291.932,8020.714,26984.592,15672.449,24054.185,14898.46,31955.983,9723.908,31546.29,18296.74,27944.199,10705.669,20659.923,10883.482,8631.731,11670.234,10800.866,6672.292,44167.29,8528.417,34188.814,20695.765,18912.755,30067.539,25445.25,7392.534,50645.531,23048.878,13563.075,12633.264,27272.306,20245.049,15545.871,19065.968,36595.36,16048.112,35931.136,11473.148,49342.564,9996.786,20675.995,12074.968,50764.721,37238.006,50274.685,80469.232
Unclassified_BinA,53412.134,106162.817,81256.813,80994.732,92005.872,342913.252,91874.935,104225.248,102599.382,241345.401,89418.959,108767.778,124702.93,165265.6,81600.112,171312.422,74711.457,111769.405,77393.506,181153.051,155121.886,244102.65,79494.194,132054.471,117206.147,232739.995,80741.572,242163.088,75556.224,364051.715,56510.731,286294.432,109487.092,187601.785,179008.902,255138.537,54793.622,150050.508,87495.691,153435.025,89569.411,89582.444,166676.243,252230.33,105206.323,191158.036,120242.095,154883.92,105971.192,192788.377,155207.086,237197.512,127701.527,227184.091,56946.078,90475.861,161253.927,81935.762,79796.233,78953.823,195994.258,25621.883,142318.448,392754.814,46422.052,224701.338,193504.212,245597.621,191844.709,329778.014,47912.964,45641.362,107046.918,61403.839
Unclassified_BinB,51862.739,26625.053,72009.034,45580.183,51586.768,90566.215,58563.147,32205.164,50750.654,88721.807,77663.391,80599.688,82317.991,40542.905,99688.424,45013.888,69261.196,46337.611,59191.954,40588.716,59251.861,88090.368,49357.601,83945.203,102303.502,57060.418,66073.856,28344.161,69430.868,93815.836,30213.153,62165.01,135378.334,124372.442,71460.317,28613.717,52941.019,102066.776,70527.385,73560.004,67880.727,70895.356,47956.833,61323.531,66107.793,63316.72,107834.4,58042.165,123247.438,92002.157,53936.861,127956.097,95424.864,106585.854,44610.115,83360.817,102174.594,66995.34,64344.038,75160.736,68687.376,23993.653,123614.012,34728.762,50652.255,76591.749,72097.744,87945.116,72903.418,82277.536,28264.544,16276.906,122184.96,28334.519
Unclassified_BinC,90284.102,25389.615,67438.279,54741.298,61351.974,97325.988,61492.699,21321.803,49713.589,85595.849,69155.13,65104.716,65937.248,66394.09,80156.88,99098.27,68438.298,66848.188,49215.549,46057.982,68568.727,83479.782,62525.821,78129.387,86519.593,54318.528,91023.417,59007.269,53915.685,89463.796,84490.549,76570.889,89212.031,103445.269,106513.476,112879.436,96021.728,108485.798,79885.394,63231.624,86424.136,62096.252,56062.91,53803.618,58388.03,44952.502,144470.884,43772.301,146330.114,88501.136,69570.25,123946.064,89822.597,78747.67,54392.296,86080.073,95591.037,83342.486,42501.979,86444.988,79278.117,56911.98,139549.334,50573.219,55171.733,77596.763,53453.8,93170.458,64615.977,97711.064,58283.618,48372.269,118980.061,77373.623
Unclassified_BinD,157468.944,34406.276,89312.589,126616.984,109336.316,125823.777,114411.959,61977.772,61089.1,104639.566,65712.847,46079.602,116492.722,127220.695,196985.854,193979.797,182470.33,156626.268,78366.655,127473.759,89410.307,58469.492,93967.297,106283.734,102722.247,50827.272,143008.833,94886.059,72170.214,50337.238,80236.953,65127.362,152623.995,69759.263,91781.088,75052.285,107629.981,131408.217,100469.624,155706.809,100449.568,171558.588,68878.815,66759.708,80407.485,36308.513,164253.627,73446.184,138899.896,78758.779,99100.072,111664.05,87818.683,43821.18,176739.307,94931.885,151579.072,105485.513,97997.966,94141.78,90434.265,250922.115,137602.014,147322.648,112057.386,97703.368,225017.614,65215.435,115567.497,83749.101,75813.79,28596.073,170272.508,58659.668
Unclassified_BinE,104267.891,14229.577,62929.976,76202.129,53008.982,45456.961,61780.223,23842.838,35968.45,47500.56,32142.019,26679.055,77066.847,97893.996,93068.299,80796.636,99102.116,112514.957,44292.652,46729.465,51372.28,23272.691,46386.416,66286.735,69250.731,22553.527,86071.93,52389.923,39986.743,12354.64,49427.21,34646.721,94278.422,29796.182,57455.895,35430.348,73741.366,67114.316,45923.219,67483.699,58844.931,51532.347,36604.017,21561.212,40974.682,13284.014,94736.729,25293.946,81492.12,25541.544,59730.72,33436.634,48969.307,24911.916,88498.235,39852.926,64446.445,44993.941,51466.31,40903.948,45490.564,113573.833,86151.708,29044.734,63101.721,30889.932,108070.881,36847.508,47129.887,36005.167,79556.239,30488.991,110579.731,58767.792
Unclassified_BinF,65642.514,7776.027,47587.269,26576.751,54996.397,33625.199,38480.59,9207.703,29030.298,30343.943,27440.837,19841.689,53644.948,42408.396,62600.226,57508.642,50817.734,73540.968,38058.79,43975.849,45259.045,24838.777,53095.411,29715.844,46964.419,12348.071,38096.233,31484.184,32278.436,14925.54,36044.414,38539.561,63565.953,29841.768,52849.354,15086.963,49204.359,43532.725,38700.992,29863.476,46866.511,32291.978,21688.781,8871.507,15791.771,6026.153,76330.627,15763.639,86807.239,19873.415,32382.94,22214.698,59257.854,20993.086,40643.246,42376.357,61930.751,46464.695,42949.402,34764.901,23757.256,39101.893,48448.634,14258.251,40003.453,19567.56,72834.218,33856.987,36557.856,40266.961,59328.197,11164.014,100321.618,35427.363
Unclassified_BinG,585.808,77.44,321.653,618.136,643.195,325.268,699.923,90.751,457.146,179.905,383.744,36.163,559.206,223.777,544.709,125.909,783.651,293.51,170.941,155.887,326.005,175.004,564.173,73.698,418.33,110.608,678.52,79.047,300.703,75.16,1292.491,295.517,493.014,230.213,1028.075,97.567,1777.652,463.211,507.158,289.845,478.699,129.742,224.995,80.216,152.361,142.366,716.701,174.556,448.561,338.481,355.391,436.246,163.624,75.625,1069.799,469.537,498.339,377.191,480.678,498.439,275.37,275.754,560.146,165.348,1303.591,159.511,414.593,105.49,345.585,67.981,768.177,156.728,3040.527,280.786
Unclassified_BinH,1344.004,111.268,570.705,486.942,811.626,442.241,1414.512,139.07,582.319,300.906,475.863,101.633,737.437,257.949,994.696,319.481,1126.102,556.663,321.699,155.07,554.254,1014.33,704.967,651.336,1652.263,412.791,1225.871,214.927,499.106,90.798,875.839,501.342,637.621,304.928,837.274,149.588,1300.352,720.977,627.096,519.71,412.053,228.849,291.709,117.797,252.574,171.252,790.013,193.09,1272.263,594.293,723.228,768.57,536.028,113.442,2099.825,817.502,1369.405,481.829,782.353,858.136,664.009,661.315,902.209,1029.374,1444.758,802.7,1646.02,217.727,452.662,340.867,908.423,158.021,1928.056,317.397
Ventrimonas_sp,224228.971,45285.139,94406.3,117816.75,138074.669,107500.836,156722.593,91684.222,103284.682,105849.866,98373.538,49569.813,248944.485,164315.942,180683.225,134485.175,373311.191,131067.12,110022.559,92004.893,81815.525,96224.649,119934.911,92248.829,149100.017,37628.431,178398.347,51543.808,90437.536,43306.141,175620.029,108234.633,184760.495,200655.986,186199.586,129746.65,137017.166,187272.785,138988.12,203735.042,143637.727,155630.672,78518.708,101943.337,50146.596,62723.739,162730.427,79308.139,177122.051,108997.265,118010.759,139551.859,111894.649,99201.094,223117.728,179662.06,168165.199,105108.366,155722.902,170617.729,141927.226,261504.652,128949.718,166433.877,189964.503,112317.417,231252.29,83346.431,108593.223,98499.043,125867.403,91802.975,245309.636,182824.437
Ventrimonas_sp910577765,35475.006,1710.669,8998.208,8794.914,15492.725,8558.657,28109.431,5723.239,7160.397,5697.011,10021.655,2486.884,7753.117,17493.347,20911.454,20560.66,38581.803,14983.335,11733.657,14730.206,12603.316,10086.821,15288.271,5418.882,15506.027,1097.35,18253.18,5686.035,7901.957,2359.577,15696.88,7806.124,7834.884,2790.634,92.853,14.303,11933.293,8427.3,9542.237,9640.269,10299.196,17987.384,2083.9,2918.595,3845.822,1637.816,16303.457,1323.506,23758.716,7729.938,8532.843,5534.17,11469.582,2257.286,30177.403,5656.299,11181.694,3168.019,6940.474,6873.439,3658.47,23887.146,19506.359,38251.121,23254.42,1772.723,43106.318,7057.718,15257.368,11297.96,18648.451,12852.081,18321.877,52909.405
Zhenpiania_sp,1029.255,250.59,813.496,402.133,2457.467,1027.859,1185.891,227.163,2342.592,2696.668,620.357,125.609,828.677,581.728,979.759,477.165,983.937,1129.132,396.605,241.516,278.412,355.72,2200.576,1822.572,1116.263,610.018,1310.189,347.791,958.969,188.402,306.713,178.012,2313.954,288.9,4574.45,612.785,1628.732,1201.469,1682.702,1383.194,2530.869,1643.475,178.527,412.793,1166.023,331.455,6102.534,893.601,717.802,740.538,672.155,766.197,1217.045,689.112,2463.941,1283.486,515.902,302.774,969.425,569.189,770.94,349.358,899.01,233.01,1118.807,352.369,63885.674,66623.612,39707.803,87384.449,88183.018,290.712,10935.977,8108.348
[Clostridium]_clostridioforme,65018.587,9826.403,48789.714,34846.002,61950.264,42402.42,49606.096,18060.275,40071.246,38766.855,34508.926,23354.516,61444.653,48408.448,75358.051,61266.502,67572.131,59794.694,37600.385,32422.421,40509.629,26092.284,48631.33,46289.392,59253.163,16118.339,63990.466,29438.271,38376.518,19233.035,37275.362,28406.512,99002.408,40957.264,59392.189,25413.991,58756.36,51501.158,54724.179,39411.808,45822.103,40494.888,34788.559,22453.362,27095.384,16036.48,83224.783,22078.685,90485.602,30721.764,43111.47,46570.862,56388.944,22240.094,58929.131,42400.06,71823.339,37425.022,54535.719,40449.464,35016.383,55461.295,77308.907,17789.238,58346.878,29606.577,87861.321,28527.333,40652.49,32076.159,70511.744,20262.479,109571.754,49214.847
[Clostridium]_innocuum,59268.709,7277.74,17433.79,30494.883,40335.163,21033.307,20699.528,7130.053,15592.082,14715.596,24257.756,71997.651,27340.297,25568.003,69007.822,24093.784,56637.633,29290.896,23521.667,21907.401,15460.24,4372.869,26458.692,20885.044,29615.882,6546.296,48701.052,16066.924,15331.487,4369.713,35411.962,6714.716,20818.45,12513.836,19786.043,7345.873,22976.878,14228.845,24657.283,10894.836,13410.36,16819.138,9340.372,11072.712,7882.515,8519.575,32855.358,9431.978,48629.675,18404.427,18711.177,15168.905,20698.228,110763.59,38629.98,14229.134,28993.622,16568.36,30156.943,31783.558,42797.72,19937.634,40673.966,6788.002,40607.196,16139.308,48562.119,13851.33,18677.727,9169.691,36156.543,7943.248,53758.698,15673.338
