"","X500_10","X500_3","X505_10","X505_3","X509_10","X509_3","X510_10","X510_3","X515_10","X515_3","X517_10","X517_3","X518_10","X518_3","X519_10","X519_3","X521_10","X521_3","X522_10","X522_3","X524_10","X524_3","X528_10","X528_3","X532_10","X532_3","X534_10","X534_3","X535_10","X535_3","X536_10","X536_3","X538_10","X538_3","X541_10","X541_3","X542_10","X542_3","X547_10","X547_3","X548_10","X548_3","X549_10","X549_3","X553_10","X553_3","X555_10","X555_3","X562_10","X562_3","X564_10","X564_3","X568_10","X568_3","X571_10","X571_3","X572_10","X572_3","X573_10","X573_3","X577_10","X577_3","X578_10","X578_3","X579_10","X579_3","X580_10","X580_3","X584_10","X584_3","X590_10","X590_3","X592_10","X592_3"
"14-2_sp",2.23422518378207,2.21510837742726,2.35731623669797,2.53182031647887,1.78922691995785,2.16981480642654,2.24696600867255,2.39098339442272,1.78299448870447,2.28780331499908,2.01874062805734,2.95730771245845,2.62779955536677,2.90951987013827,2.15269549381579,3.11270030869206,2.22354954158611,3.10765140508582,2.10629378827677,2.41783174506838,2.20298311068857,2.17561781575813,2.15493543712615,2.57635269145417,1.90742002466172,2.3233194056311,2.41995056016903,2.78359664501335,2.34668509708371,2.41604515192408,2.5649047803892,2.45132782600606,2.85027849941983,2.43993533997003,2.48863585445834,3.78529219897428,2.2396471267861,2.3131324767358,1.9241585324879,2.35196442428889,2.04755911145784,2.35681887921798,2.3965908443665,2.27931461602662,1.92523892011658,2.16323629121692,2.08844904066811,2.32964815379852,2.51383070240184,2.51890656137642,2.04000397775243,2.517660259713,2.42492344665888,2.35353166667111,2.21879340649254,2.27861323651522,2.2831189580904,2.62907195229851,1.85251159364202,2.19264028186436,1.65314946787858,2.98659055191376,2.14415244965398,2.25429563899882,1.9534773384801,2.20577454200145,2.01596252378766,2.67126595596651,1.83297598159121,2.53299122924184,1.96566714012405,2.57680558440222,2.06515544861653,2.47777039115147
"14-2_sp000403315",1.72997001932379,1.56017847677577,2.33075652977757,2.62765744136007,1.65174783287501,1.6609307091848,2.07158388807244,0.432184859425581,1.83170470039847,2.15928352788256,1.86540176091422,2.21309389456539,3.56777800675992,2.94546723609408,2.82915999014021,2.33646563884769,3.06134022160456,2.35403524418189,1.69055818453645,1.19446967577695,1.08029418701234,2.35237071282849,2.19992929146369,2.07794809449435,1.02990023707851,1.42868496657224,3.43019517729015,2.8395146696455,2.25731888546295,1.86037791496911,2.80373479741406,1.94217043471276,3.7071753521267,2.14169147319911,1.49409843706694,3.61521393229185,2.16925081678487,1.31214852351811,2.20155252950208,2.09959508779625,1.52948096599443,1.74679529495203,2.42907391168855,3.5964180655911,1.98554016954623,3.12590576086075,1.70719337229832,3.14369598386255,2.36176442595934,2.12926883261553,1.93342312464738,2.06784754640542,0.579959870310196,1.35446204463722,3.40492862640528,1.75826386823348,2.71171538075041,2.18395862754939,2.35027175849361,2.49386499915823,1.83202396269358,2.85309347772553,2.841088154794,2.16425185075638,2.96309273767963,1.44128488672631,2.15942110060025,0.718815141189356,1.49203116587164,1.06485015076871,2.48332727175462,2.65651066241432,2.32989978775103,1.9356621203166
"14-2_sp004793545",4.7021694751704,3.47726653275076,3.00528648286056,3.29589072619014,3.33291518087117,3.87994191654398,4.25749539427956,2.98680317373982,2.8893580026794,3.85783850866765,3.76696857975848,3.91973585421531,3.06321442361417,3.37187042166049,4.14601217700509,4.06923318052626,3.17002312074047,3.95454980583881,3.39239439681141,3.43415367309671,3.82431984999298,4.49896986363762,3.64540877959854,3.40413374043054,3.67274276831693,3.47390925859045,2.33436685783436,3.56168695827138,3.36779258074162,3.9054098500446,4.69154543105039,4.03452261732689,3.51729651785622,4.16458421875428,3.83212880633496,5.84847596522778,3.73758054292544,3.25262526385035,3.34023813769827,2.78332011781934,3.14209821942355,3.2489915546151,3.28465284370242,3.5902282933654,2.98063178929185,3.28210866543597,3.68375731883958,3.42420388434929,4.03704608890534,3.62778360843815,3.23600780162332,3.32627281576236,2.93007714449372,3.87921596967164,3.71028400452518,3.50605889476877,3.31568756746776,3.83160901662951,2.70600075228016,3.46330773079521,2.47873076096003,4.19565894492531,3.57020760220001,3.24740943981076,3.98772897371176,3.56436711701495,2.18947523336713,3.66531137775708,3.49138287439707,3.42016685758794,2.25359901366314,3.54086363985093,3.33222265602845,1.94896548175781
"14-2_sp910576385",1.67248118688459,1.8278678432345,1.99835119152394,2.70641467894444,1.27478617730245,2.06008526526365,1.93093899944984,2.16943447320088,1.40690819580393,2.06598093846183,1.71988427919272,3.25890874813673,2.42340432467683,3.31261904007925,1.76280588977646,3.55730492219838,1.72055519351937,3.41766525277524,1.59433561148039,2.00668689876634,1.89827299447709,1.70241620281057,1.95742928513584,2.89065389402684,1.56768922379372,2.05336633861288,1.94670356732649,3.05403922593247,2.01732606201137,2.42603624673153,2.21300222873022,2.36105352699684,2.45026164475,2.53676712381927,2.0639592667422,4.28116430405806,1.90269152633817,2.25625819831705,1.44072526894057,2.40983302011139,1.58647314080382,2.22740676743679,2.10503769436422,2.18971096486025,1.63035888442794,1.95262884066475,1.77109047043013,1.98923250916366,2.12182315220723,2.35242873657836,1.6754454893723,2.68028027599192,2.12449792783932,2.68939002218906,1.70583728826476,1.98140059382585,1.83163707142477,2.30806752964734,1.46405839261949,1.81314358517734,1.10022662433572,3.24651450540795,1.68239236754911,2.17519276665889,1.22607625814884,2.25538190029456,1.67288762557977,2.54612954698633,1.25888240602458,2.22330410793783,1.56809051817151,2.6824545474953,1.69196905274858,2.46730801651434
"14-2_sp910577785",2.00320098299157,1.11009603611299,1.24069020985087,1.13070750233375,0.823550014278753,0.294284640132323,-0.134323474167791,-0.390786674868455,0.482045509503001,-1.37404241527392,0.477897041368481,0.698672895319962,0.842859412661259,0.934471066400212,0.903830909372438,0.621148450830207,0.893800509574964,0.920890239477512,0.619013998627343,1.26294016094734,-1.67170213103375,-1.14555773722313,0.776880343605772,0.766114226931291,1.27264241104302,0.584258460146165,1.70333978887693,0.867417004349132,0.882646829864928,-1.24113309258575,0.0600578780669885,-0.813493302800479,-0.746660624153455,-0.771120591551965,-1.01343980545538,0.449840532524668,0.775986171711308,0.627996079705527,0.53825358616999,0.56461372933445,0.337205909629139,1.33473701753251,-1.28663616681832,0.606372442368755,0.593753802594255,1.10422320379314,0.355652726557565,0.934243137733459,1.5824255488367,0.0260592503143187,0.776376746309445,0.275089329347495,0.916213646344639,0.542242021223895,1.12178945771973,0.945771776927225,0.494204535034704,1.0380958939061,0.581190365104819,1.14610386491391,0.396308916527081,0.63827126157627,1.0846730006644,0.225557363434914,1.70982733174936,-0.170165435738223,-1.22576852151566,-1.40819908358967,-0.01391447523695,-2.16439980463635,0.969431195934238,0.101251908413476,0.950077709623852,0.0403398868122071
"14-2_sp910580015",1.2593237166009,0.862135484792095,0.932346202298811,1.58625519850469,0.862156372153313,1.49244350285415,1.55646433670341,2.0918662978993,1.29052241224835,1.75140332496504,1.67026286323951,2.1015908416821,1.68511039584645,2.07483553907589,1.88745363333122,1.87609196625401,2.0673391238706,2.08353812526131,1.70181625965925,1.51235922179047,1.20255947292709,1.44069048428927,0.946337998050051,1.34718297574502,1.24695619814449,0.963411002923705,1.74660227337448,1.32456703445255,0.854317173894025,1.15373778603964,1.79081524088008,1.32479578814222,1.30075842344679,1.52966452117591,1.67211593169882,2.56216264748115,1.53020564062993,1.48768487897685,1.43034405827677,2.16946283034834,1.26827542126343,2.13672124211614,2.04904755665877,1.24567239772852,0.776384521723685,1.28171987275131,1.04750141377135,1.21037049779149,1.23167737684866,1.52164678182215,0.958036967064785,1.40026439365706,1.45356540512394,1.23366024880984,1.95758860469507,1.843712389034,1.59956151384515,1.99206044662886,1.60687838375815,1.57815742330409,0.66614560866368,1.81326978397671,0.911771211748842,2.680358699196,0.992434195914647,1.30032291623566,1.8596008038839,1.59887213063304,1.24823296794277,1.53229385372382,1.14106797698552,1.90753584254214,1.02775887495383,2.01241140706861
"1XD42-69_sp",1.6180878483355,1.56463110894138,1.38535867428474,1.4028109859294,1.22864201122934,1.57979495425295,1.71194527224525,2.10368784287377,0.747141816942056,0.745607216560565,1.56504489038538,2.07232969194573,0.952680210804685,1.31234777994641,1.31667792064922,1.74163120010055,1.16485696434718,2.03116943483324,1.38404511725192,2.36708871603618,1.06703060136654,0.849920843820909,1.14048318762085,0.789080872133814,0.945710781509145,1.00225303416437,1.28562299052622,1.8167156079336,1.21346298271016,1.25064485308532,1.55812115259793,1.80468495541526,1.21733159070421,1.32508926934376,1.43819426812308,1.19518794045893,1.17525132887105,0.968894281180365,0.972487733696356,1.44718760116693,1.00521099409678,1.82588997712358,1.21216121977657,1.22209779322578,0.926473560547693,1.42970024245719,0.974613216851129,1.37906592094647,1.45024816837706,1.3833276265975,1.15589557236814,1.55400444761177,1.23303508270597,1.55696396329204,1.24520972187693,1.46198361748042,1.40682911183166,1.4668267265773,1.19048482439462,1.29453358156333,0.616364658275716,2.29340889550799,0.947014117204173,1.49892764159592,1.2507446578132,1.25914371256684,1.12160338608509,1.08779614326184,0.976069936921297,0.696454277954594,1.14413751866241,0.967674457668531,1.08365189529279,1.53056983101745
"1XD42-69_sp009911505",0.255739011580463,-0.355110134560922,-0.560098638608272,0.0245212168430839,-0.69652589819208,-1.47550706603264,-1.63751893278618,-1.68379667304701,-1.7968938510662,-1.32718966427803,-1.97554415663766,-1.11742381559018,-1.38749448434978,-0.645949416372957,-1.64550680566737,-1.3362456323709,-1.66193307953573,-0.986165842856938,-2.02602750809769,-1.7778127511081,-1.86545128519849,-2.27123357437977,-0.325418766455215,0.296147949720568,-1.73055114435635,-2.0427353502445,-1.45790396766248,-1.55223326479162,-0.557368571322204,-0.373234969264324,0.609208470891801,-0.84943595419365,0.049788340495267,0.423069377543598,-1.20762952749423,-0.126437964771167,-0.785377795397435,-0.219186865056507,-1.6762870453119,-1.91031802213862,-1.88096911955792,-1.71707208439997,-1.73844178332761,-0.49064838332415,-2.03891727056676,-1.86771910887274,-1.92620435600036,-1.71278588011657,-1.40843168048574,-1.15185737529643,-1.93577301610062,-1.26319692482085,-0.663463785836948,-0.936618581759387,-1.88439238230006,-1.4793922763861,-1.59404808647989,-1.53014037256074,-0.838293771220711,-0.196127252970324,-1.95662577049182,-0.915528285912123,-0.647713263492442,-1.34572988076245,-0.468398852329146,-1.44677602357786,-1.78063170123862,-1.88018369088561,-2.12267601024193,-2.20359547576458,-0.0209628539071804,-1.10939439095551,-0.673562741198218,-0.848406409668121
"1XD42-69_sp011959925",1.4077980034602,2.08881271452911,1.79104646217529,1.68735521751194,1.78933605059711,2.30572846742491,2.47113530160647,2.50683449929106,1.41833292731961,1.09950929757245,1.67528820780016,1.83343144830344,0.308279082792179,1.6643982351963,1.21769145948069,1.90943201616387,1.1432891572486,1.97380433330464,1.74784758031438,1.84011993067768,1.34275927108041,-1.39442477149119,1.29378942664363,1.45494802935747,1.54184653093959,1.84271944975617,1.56531634854712,2.36000206297614,1.69569682755539,2.10885159195194,1.67788075662774,2.46022836156972,1.39961360084831,2.00614573546175,1.68535117349698,1.46236200410576,1.429738489371,1.65722960549661,1.47148584435524,1.49726779536832,1.42692878258484,1.72801466698571,1.75599337324439,1.29667568042536,1.76306836188712,2.23544571322235,1.40983430846691,1.73011281176764,1.83375995081748,2.16395206996818,2.19999782335056,2.27128296916967,1.24148114913244,1.57809481922094,1.49724851197223,1.89663941938497,1.65969885815277,1.84258865777959,1.23382491091918,1.58848473538941,0.757557650992933,2.41650280631189,1.37575646972929,2.28685355591046,1.4904154878267,2.06768443970846,1.35306295588809,1.54646743123833,1.14239970538174,1.11906354470766,1.54280148953964,0.239297356093077,0.988753118555119,1.87556201098219
"1XD8-76_sp910573755",2.00907123389058,0.581837883857579,1.14848148969102,1.08732153585474,0.551306428083256,-0.513960711951526,0.20981127989246,-0.052529032761198,0.171817438703807,-0.534995098806801,1.44004602519058,0.661568954757859,0.698754032402128,1.00796724972941,1.63953513046951,0.154278030826404,1.19706568653816,0.245466992239349,0.632775511187294,1.21101393724428,0.536889436968414,-0.924232998789396,0.659623499345082,0.301271028226985,0.335300495230653,0.0254691970486682,1.49327415230723,0.290686392501819,1.01506946381853,-1.43476290041794,1.98425234746422,-0.963514905535147,0.554557661266793,-0.768948031136439,0.892818644755323,0.536092398510798,1.03570424643981,0.179331911044521,0.670124895219192,-0.390646790632525,0.305780935943892,0.641672823774778,-0.752142605075496,0.439953252861841,0.0356720133695703,0.518277826683063,1.180077351351,0.504141282524424,1.36952026293364,0.597873932662075,-0.105100010255931,0.15242271531557,0.967155240603129,-0.590799634772198,0.701489356499941,-0.189713178408105,0.268169709985138,-0.139560633961946,0.376198587101834,1.05894111648395,0.234485303732731,-0.0108861002380429,1.02031307553569,-0.171646159908137,1.33985493975253,0.642977128222025,-0.260841645299834,-1.25872259324339,0.050433034622607,-1.36283829768943,1.0483832037243,-0.31050387374432,1.21438216484605,-0.173811277671003
