"","X500_10","X500_3","X505_10","X505_3","X509_10","X509_3","X510_10","X510_3","X515_10","X515_3","X517_10","X517_3","X518_10","X518_3","X519_10","X519_3","X521_10","X521_3","X522_10","X522_3","X524_10","X524_3","X528_10","X528_3","X532_10","X532_3","X534_10","X534_3","X535_10","X535_3","X536_10","X536_3","X538_10","X538_3","X541_10","X541_3","X542_10","X542_3","X547_10","X547_3","X548_10","X548_3","X549_10","X549_3","X553_10","X553_3","X555_10","X555_3","X562_10","X562_3","X564_10","X564_3","X568_10","X568_3","X571_10","X571_3","X572_10","X572_3","X573_10","X573_3","X577_10","X577_3","X578_10","X578_3","X579_10","X579_3","X580_10","X580_3","X584_10","X584_3","X590_10","X590_3","X592_10","X592_3"
"Acetatifactor_sp",1.91725099740938,2.25698328261199,1.68559260964165,2.30446840684683,1.62780939576774,1.64800664563254,1.7577335216013,1.95125416069845,1.43180956832117,1.10371057865763,1.51999330423651,2.20830188972607,1.74688598389381,2.68397312518665,2.61554494946655,2.89460657471046,2.32118915830079,2.82526756230957,2.02362416135086,2.93041554744617,1.38787384105258,2.27889891474669,1.53632182669894,2.30555169196515,1.84579564560107,1.31196054024512,1.97367683086772,1.9688546064005,1.44860665006624,1.40583520233678,1.42795646946444,1.62606611576729,1.81922175311296,1.98661267761508,2.01153600481253,1.92263072140609,1.62797567158817,2.1842723344235,1.45593612210178,2.19642308039154,1.20559418052052,2.70152685490295,1.42739700080048,1.60842048766821,1.26536584762507,1.80790286097127,1.6017302268966,1.90641176061298,2.18671830006682,2.1640762905492,1.44812815222841,1.99843512961572,1.07507836686113,1.20384597013836,2.11149238494375,1.86196904371123,1.72818657253298,2.02570768796848,1.97801728610718,1.86387028528799,0.801813208036251,3.10859640868908,1.66333585169866,2.80554650934565,2.0652622769225,2.19726395041543,1.66048283116692,0.728933423415647,1.41402732247025,0.958853195319044,1.78882774733581,2.10611699396546,2.15667605067672,2.70386260667246
"Acetatifactor_sp011959105",2.33935661389965,2.08185543018601,2.70635249813134,3.20272386792983,1.11714472849014,0.720729667568971,1.81640723261215,1.24663683507339,1.50699938862425,2.57428599362685,1.5840282957255,2.55752985749963,1.72279169377324,2.94707737781149,2.15610280280398,2.87534006771918,1.57908609492592,3.06214242202478,2.11993850039214,1.45070849422863,2.17207381547897,0.880090679130484,1.75193113228287,2.75765231632786,2.35335341006255,2.6596820624938,2.64079642571147,2.70595665056406,2.01859097804402,0.365203222679442,1.73797656836939,0.638385986567195,2.34206542643762,0.787393157765349,1.80371045250964,1.92966047880857,2.56073116645931,2.51620031900958,1.41889005603017,2.34719454602203,1.99483062813404,1.20116607178061,2.62730070048402,0.337613954825382,2.60030650668945,0.354669662944231,2.1591163391582,1.21067400881951,2.44748235430242,0.802873414255295,2.54588251178002,0.849543349829437,1.17756323375739,0.501907087627274,1.21188058284391,1.11994005044627,1.70324962811738,1.57982494702291,2.09330847811456,0.935825723584493,1.97420451657002,2.47340643633882,2.58871679856419,1.26751989992199,1.89653985995998,1.13917617850153,1.22935237796673,1.00150560124337,0.674118443285431,1.07768966408059,2.67893715254836,0.849174362300806,2.37604272609206,1.03833522704652
"Acetatifactor_sp910585425",1.28867886574294,1.91138601729584,0.680263650539711,1.85736058487732,0.778534789179783,0.872825116254203,0.695206636666436,1.24401226385989,0.57781073167012,0.192844366832597,0.820406334150285,1.53883577331065,1.0276114948512,2.28583252203699,1.65879376938426,2.57694203704641,1.53026301602984,2.4674434837343,1.16368349398935,2.5420118098067,0.642991292698929,1.8251679866451,0.56207912238604,1.85333336199165,1.11160375862739,0.792439120163079,1.02490652871648,1.23626256281128,0.50394127471197,0.66835393415991,0.403737477300831,0.568494611995366,0.778198342524918,1.20062848199739,1.08421837952208,1.29394198652176,0.725165480442902,1.56584674692918,0.50098063914985,1.69393991633109,0.049994485876244,2.31929732997224,0.664852357962349,1.08408681968253,0.424866217953182,1.32296427491246,0.781095469811751,1.39312855939838,1.41874115318618,1.6119198001793,0.305052416840999,1.53483766182157,0.0173462515561678,0.244046801528015,1.18476283833864,0.571271781272703,0.883991852189927,0.619974800401696,1.10894865762818,0.72451258394965,-0.271911017265666,2.75083838199865,0.851100878763873,2.16635824188243,1.42307808848261,1.768330529017,0.855113573611408,-0.595419517884952,0.405897663549661,-0.510959163738788,1.32108194981698,1.66175676001454,1.2574474257375,2.37960812756405
"Acetatifactor_sp910585615",0.108059513148341,-4.19588919818032,-2.17029765059598,-2.43463978243976,-1.68965202004254,-4.38390463688241,-4.09909626630788,-4.76768165231027,-2.72746839135348,-3.18798276646084,-2.90756740720096,-4.66447037409777,-4.44372399602696,-3.42418062806567,-3.93536257879503,-4.2355199878212,-1.56425810279347,-4.09846318956616,-4.93695437159799,-4.28828278114194,-2.75973622820627,-2.0213872574894,-2.34134257718747,-1.9797912456863,-2.74360696615911,-2.96799797509954,-1.72811359312917,-3.39387205017199,-4.39715907672621,-4.82154803421417,-3.70340045156388,-4.37590820473458,-3.5477826744637,-4.04600308804319,-2.09127760386408,-0.637416007184685,-2.11142696546939,-2.60409853934032,-1.08449897678415,-3.67185108071121,-2.17168279639016,-4.0847852880654,-2.57391346649114,-4.99126365980869,-4.52744738853378,-4.08672330297773,-1.66108143654837,-4.34316817223789,-3.65192147699605,-3.83331438114994,-2.95078559498256,-2.834378787004,-1.53832943321248,-2.94598723054826,-1.86646324164151,-1.59188607578064,-2.70511359120274,-1.82453881051683,-2.05601435299117,-1.95968635150796,-2.90655393874834,-3.57321249901455,-1.57498903858085,-2.87480778805038,-1.05479863407811,-2.41353069713555,-2.12290236622166,-2.38179263916905,-2.32122733697017,-1.8744182308162,-1.65810698352157,-1.37609761911061,-2.09641884373406,-0.933961043693172
"Acetatifactor_sp910585665",1.18835977122318,0.613527132764704,1.24682642922688,0.900588678583844,1.01491564519085,-0.530620103708955,0.635312670600726,-0.169349807870743,0.937763129593883,-0.412491875742292,0.806122806910079,1.32216723425427,0.966498922026645,1.40687469674561,2.35354375835333,1.40138931993773,1.77989383813728,1.37471152493789,1.64446210420744,1.49538375480822,0.54636235753124,0.199835771514344,0.841460146777951,1.02904004319229,1.07112791616881,-0.361702250209474,0.682547648118268,0.961098783105788,0.832812726262132,-0.5826537016248,0.352951391798532,-0.248839111239192,1.12845504217485,0.386220541471889,1.60979356357828,0.0927238687019543,0.97102843447141,1.45635928559432,0.831672207307557,0.91417248870961,0.692347111003343,0.995247733931148,0.604582830549454,0.137207542969389,0.538643454326108,0.423977786937634,1.01730427080232,0.254006110144875,1.6929075903074,0.432512429927687,0.866843950979876,0.231340404572522,-0.534779981938811,0.406860406219508,1.61440456340101,1.15645011198613,0.945988920140538,0.819505102188785,1.46963989758659,1.03042022949788,-0.0260857502253415,1.45375474825907,0.742702865910786,0.939493541277997,1.36920095659526,0.641357977712955,0.293179494686381,-1.99838489199036,0.939351668286855,-1.82172754760044,0.0355063498636579,0.341475069928604,1.92198941846326,0.85281397036076
"Acetatifactor_sp910589035",-3.9259587990893,-3.67625167434978,-4.19288148794284,-4.96808956676682,-4.96717896126456,-4.45557742758551,-5.13028777945375,-6.60528213723345,-4.78070889126711,-4.48905240316996,-5.38319963753103,-5.72233241513843,-5.93439258661187,-5.65279932636132,-5.20042227337879,-4.45591496658055,-5.46531489893683,-5.03316527328173,-5.9248774671462,-5.8689526233996,-5.31927164918195,-4.28078481661583,-3.06408411086268,-2.44203470264025,-4.49153010259966,-5.17529103193408,-4.13330944513839,-4.79020638571059,-5.5064483448494,-6.65281268651765,-6.25084155594508,-6.70783394169512,-5.80759392570632,-5.68814106116986,-4.38723542750809,-2.70425952833725,-4.96635914683652,-5.45173520397578,-5.26790493261861,-5.70643491882027,-5.87814076313683,-5.65584637955719,-5.34265375319277,-6.78877515635335,-4.74748104862424,-5.441325107965,-0.5747085634932,-6.02275404761359,-5.72607201147953,-6.12274921363334,-6.66615991784485,-5.10483674648764,-5.24328960866417,-5.77205294966687,-3.90449229538099,-4.23881841205346,-4.20330709905931,-4.14199783942826,-3.4874794171858,-5.05404460812649,-4.75426867536495,-5.58645663255936,-4.95415714873008,-5.267592956271,-4.11680733566449,-4.80576710127745,-1.96796072152928,-0.89266881923,-2.23704131973459,-0.805754629626795,1.94192478799113,-3.41269737480961,0.423506919635932,0.874589763153381
"Acutalibacter_sp",2.58556509022453,2.06123425697127,2.05890802123151,2.53827739310093,1.33824848954831,1.21996655557402,0.982315415706672,0.0484250748503818,1.08570307874764,1.56684840564755,1.60757260611886,2.19681693816973,1.6177972671425,2.25685336375486,1.65159058206299,2.36701969011965,1.68330210995729,2.53298942059767,1.67957072026971,1.15301080150494,1.92490503864789,1.98293427422706,1.45633960559094,2.26510719558226,1.82094309565802,1.93433133071431,1.9732141534023,2.10922444094721,1.79514786340893,0.847495871440817,2.169978755821,1.44826100300906,1.58186507122784,1.61081395882128,1.84862812623339,1.44287267552195,1.90445767197562,2.07417998070433,1.07147026508638,1.45683142936401,1.41255370760411,0.852141351750365,1.93033595107027,1.06518188280511,1.69824205481036,1.05823503068796,1.6011747231826,1.35985230948616,2.11536682590943,0.908037792896629,1.73738507198385,1.41892627090815,0.663589818876295,0.626864367560753,1.88285759850884,1.81145707720683,1.48869002744749,1.19005609274921,1.63667187178308,0.938269831677365,1.17570851640159,1.84262194482651,1.98446828521376,0.172065854200607,1.80182664730281,0.502377955217279,0.646325219328748,0.252398728797184,1.0012753064753,0.24446451161567,1.89551324572754,0.713973884549443,1.8072709273537,0.927183864770836
"Acutalibacter_sp910580045",-0.932878882177985,-1.59084192498784,-0.143205254775634,0.97662342548948,0.0606291398862719,1.22364153679909,3.02177937862674,2.73896456102554,0.239702450309261,1.37887774682198,-0.266478748152753,-0.569141459793416,0.973875389779359,0.517026916314979,0.319653994820969,0.487543046872963,0.392332954104731,0.551862360882106,0.34377258744944,1.35822063384188,0.116424438641046,-0.369503510112095,0.532475175743228,1.20064349328411,0.451264890728346,0.70427980080269,1.79140607603702,2.05853063394699,0.648223804277574,0.478493982031091,2.25464911626654,1.5219758852404,1.46136493484341,1.33112618716122,-0.237404388021648,-0.162582450116554,0.377953873147053,0.225953111946247,0.194473512716666,1.17503102701727,0.521364377625671,-1.51398235114874,-0.114728734426265,1.09200768697122,1.2333971033746,1.27882966169369,0.272480802769982,1.20071024505943,0.989647791763174,1.97316556819927,1.08205504115715,2.79335420692015,2.25178058673828,-0.115949195162035,1.36094682542414,1.2296108235778,1.09483105822576,1.84575755550284,0.328438008129066,1.69583482057907,1.0312458409765,2.21490415230108,1.05613249655422,-0.886595670868463,0.541530702842149,2.14754055156043,0.759412996811358,1.06610513606723,-0.0161149340148938,-0.0182995251751397,0.979914764455483,-0.16783858224894,-0.0902591920655844,-0.0984389933645957
"Acutalibacter_sp910587995",3.61107008287841,2.96094559665445,2.14114854621393,2.79734127635945,2.32570777209509,2.35396246693227,0.348455569681988,0.0348360150776745,1.64956026064427,0.0546470295102424,2.66247907709073,2.84351464429835,2.32675310479051,2.43102917108688,2.20054730056717,2.92888757557692,2.63166745501263,3.0818801524425,2.12751709162933,1.9356400829102,2.55977112249838,3.08167163084107,2.09440311507075,2.81515300762518,2.22781278129955,1.9700021506878,2.14534739432335,2.58679201365299,2.52858264011238,1.61907220039335,3.26243280408045,2.3069152215291,1.72486586045283,2.67593160571954,2.66032805894973,1.31030141986714,2.14022905274077,2.62792823543092,1.85194947633794,1.08115685515172,1.63275434584411,1.74866412018092,2.17743616057317,1.95634523134388,0.86366931679061,1.98345905116778,1.96236447724778,2.22682533614923,2.71316563065248,1.36237524717771,1.40574458613066,2.48050330072013,-0.114958123697518,1.49864757585065,2.98840145979665,2.93709515128427,2.18101855017295,0.808452965166977,2.1619120384617,1.3661994461821,0.879899787942541,2.15515252859958,2.40379856094809,-0.79613669596554,2.69134374473649,-0.00277018783244287,1.11388139426944,0.013982901566342,2.09986205034218,0.090857117505573,1.75235153544381,1.5106353210011,2.14760747837684,1.82958326728886
"Adlercreutzia_mucosicola",1.2063175939213,1.3987984027767,1.10482917472931,1.22955973143567,0.578919902349332,0.632944943951234,1.01377707395694,1.00948197923594,0.851075322333479,0.777248334241689,1.3358749815443,1.07788122809655,1.00036549132214,1.19492131569658,1.1278896832993,1.39536517780408,1.09247047839413,1.41341787799502,0.710309665716229,0.786712437594185,0.785197784905439,0.956246135451346,1.15237952061716,1.16535092007932,1.27067720065571,0.879551891598485,1.11065126312339,1.16749969501589,1.07556479663477,1.04671573193016,1.01268951896942,0.72906031943811,1.32492215020897,0.895813187953868,1.61567460974213,1.51849458347688,1.24686025949034,0.90064073589615,1.11532579683845,0.711381953166473,1.00397709135882,0.874405266221531,1.55129926010003,2.20398938926003,1.6193821062523,1.13683240279981,1.43425133945886,1.16480538851038,1.30174506968173,0.724558970063727,1.64010781384109,0.960000364885142,1.02352530749373,0.472267662561601,0.814262205934652,0.920354172308693,1.09507845847072,0.771465381696714,0.712427489523604,1.11497641541757,1.19672180098828,1.39965414987295,0.966500536336401,0.716655780733417,0.894530432082373,0.569781808617863,0.899486132181419,0.501031486087802,1.12670792624521,0.664612794189406,0.938615599340954,0.819482439752086,0.860157529786752,0.576398528620992
"Adlercreutzia_muris",2.16741398526599,2.74242253794193,2.55696052142659,1.74578480297357,1.55723707824723,2.14607060003005,2.07955327718393,2.81990889198207,2.0639833903589,1.73592610752435,2.23766599539678,2.43101044825473,2.15540716433809,1.65458527539868,1.2860840837564,2.00955114538042,1.24770696859318,1.63672931364085,2.39349834016918,2.53269829602166,2.40036111998032,1.35207688774582,2.00778008944949,2.33244795692761,1.52990419993495,2.31792246486781,1.52695445600752,2.47126564254016,2.19209159033575,2.70314689884055,1.24978919209015,2.40690464568995,1.61141515750582,1.81743021690458,1.95880341965056,1.80402667495728,1.21402116813864,1.66206877558369,2.23337316416649,1.72130935200464,2.08279284640997,1.21747933711565,2.53832501352336,2.70119263961502,2.5926207761008,1.97520750509633,1.19842456726144,1.62060460129693,1.62699642372885,2.17459380491629,2.83767198153628,2.15704318102425,1.90605920187337,1.97017635932665,1.47446366430683,1.93255379032862,2.08904780733517,1.72311375162985,2.02673950545859,2.0082143763442,2.2628080319893,1.41058491052448,1.67804349292499,1.39070894075021,1.80932866575835,1.71942666808246,1.97439159950113,2.30070046302559,1.9844070342042,2.30649511104283,1.75830257060256,1.49617591487883,1.05378247766876,1.18323620230211
